y,y_lag_1,y_lag_2,y_lag_3,y_lag_12
1001.3206139512243,990.555838708579,974.2866893080346,932.9391214485285,1006.0943415950886
1047.5448241393606,1001.3206139512243,990.555838708579,974.2866893080346,1004.2003178751901
1052.6514570342629,1047.5448241393606,1001.3206139512243,990.555838708579,1058.310294105351
1032.8141507423352,1052.6514570342629,1047.5448241393606,1001.3206139512243,1068.8112943278243
1050.6762858708719,1032.8141507423352,1052.6514570342629,1047.5448241393606,1004.2805664161451
1005.8223479834201,1050.6762858708719,1032.8141507423352,1052.6514570342629,998.9564098627536
1017.5690060261454,1005.8223479834201,1050.6762858708719,1032.8141507423352,1002.5568080633457
974.001481780275,1017.5690060261454,1005.8223479834201,1050.6762858708719,968.6751481531284
953.0014825398729,974.001481780275,1017.5690060261454,1005.8223479834201,956.3627066606923
936.3814091119211,953.0014825398729,974.001481780275,1017.5690060261454,932.9391214485285
981.1495565842586,936.3814091119211,953.0014825398729,974.001481780275,974.2866893080346
971.9094103586239,981.1495565842586,936.3814091119211,953.0014825398729,990.555838708579
991.4334435567379,971.9094103586239,981.1495565842586,936.3814091119211,1001.3206139512243
1017.9573289902354,991.4334435567379,971.9094103586239,981.1495565842586,1047.5448241393606
1053.9474539002888,1017.9573289902354,991.4334435567379,971.9094103586239,1052.6514570342629
1057.3088812872816,1053.9474539002888,1017.9573289902354,991.4334435567379,1032.8141507423352
1051.5559224211418,1057.3088812872816,1053.9474539002888,1017.9573289902354,1050.6762858708719
1033.6164200601577,1051.5559224211418,1057.3088812872816,1053.9474539002888,1005.8223479834201
1042.8329520174093,1033.6164200601577,1051.5559224211418,1057.3088812872816,1017.5690060261454
966.8716996723077,1042.8329520174093,1033.6164200601577,1051.5559224211418,974.001481780275
946.4538752293473,966.8716996723077,1042.8329520174093,1033.6164200601577,953.0014825398729
933.7245454350425,946.4538752293473,966.8716996723077,1042.8329520174093,936.3814091119211
969.0183182622881,933.7245454350425,946.4538752293473,966.8716996723077,981.1495565842586
997.5794458544178,969.0183182622881,933.7245454350425,946.4538752293473,971.9094103586239
997.7210508469025,997.5794458544178,969.0183182622881,933.7245454350425,991.4334435567379
1008.1968704607494,997.7210508469025,997.5794458544178,969.0183182622881,1017.9573289902354
1026.811645875397,1008.1968704607494,997.7210508469025,997.5794458544178,1053.9474539002888
1063.011855756494,1026.811645875397,1008.1968704607494,997.7210508469025,1057.3088812872816
1058.1663536132908,1063.011855756494,1026.811645875397,1008.1968704607494,1051.5559224211418
1035.863085366104,1058.1663536132908,1063.011855756494,1026.811645875397,1033.6164200601577
986.6898058542262,1035.863085366104,1058.1663536132908,1063.011855756494,1042.8329520174093
979.6432264613345,986.6898058542262,1035.863085366104,1058.1663536132908,966.8716996723077
959.0324459935927,979.6432264613345,986.6898058542262,1035.863085366104,946.4538752293473
954.3737719345803,959.0324459935927,979.6432264613345,986.6898058542262,933.7245454350425
974.1273053697417,954.3737719345803,959.0324459935927,979.6432264613345,969.0183182622881
979.4719109754936,974.1273053697417,954.3737719345803,959.0324459935927,997.5794458544178
1013.5782712614379,979.4719109754936,974.1273053697417,954.3737719345803,997.7210508469025
1026.3515813897777,1013.5782712614379,979.4719109754936,974.1273053697417,1008.1968704607494
1049.0836581630215,1026.3515813897777,1013.5782712614379,979.4719109754936,1026.811645875397
1062.625764516771,1049.0836581630215,1026.3515813897777,1013.5782712614379,1063.011855756494
1014.1581537921086,1062.625764516771,1049.0836581630215,1026.3515813897777,1058.1663536132908
1018.606575672854,1014.1581537921086,1062.625764516771,1049.0836581630215,1035.863085366104
990.5925469141441,1018.606575672854,1014.1581537921086,1062.625764516771,986.6898058542262
962.2224430351331,990.5925469141441,1018.606575672854,1014.1581537921086,979.6432264613345
951.1958847862444,962.2224430351331,990.5925469141441,1018.606575672854,959.0324459935927
979.8988262246879,951.1958847862444,962.2224430351331,990.5925469141441,954.3737719345803
939.3821074969132,979.8988262246879,951.1958847862444,962.2224430351331,974.1273053697417
994.3655670918296,939.3821074969132,979.8988262246879,951.1958847862444,979.4719109754936
966.3426045676837,994.3655670918296,939.3821074969132,979.8988262246879,1013.5782712614379
1018.3022994002845,966.3426045676837,994.3655670918296,939.3821074969132,1026.3515813897777
1046.556331491322,1018.3022994002845,966.3426045676837,994.3655670918296,1049.0836581630215
1061.7244466271857,1046.556331491322,1018.3022994002845,966.3426045676837,1062.625764516771
1057.5258017850792,1061.7244466271857,1046.556331491322,1018.3022994002845,1014.1581537921086
1040.8669447039986,1057.5258017850792,1061.7244466271857,1046.556331491322,1018.606575672854
993.0254985550312,1040.8669447039986,1057.5258017850792,1061.7244466271857,990.5925469141441
965.7529641467088,993.0254985550312,1040.8669447039986,1057.5258017850792,962.2224430351331
973.858247435921,965.7529641467088,993.0254985550312,1040.8669447039986,951.1958847862444
946.1739135023677,973.858247435921,965.7529641467088,993.0254985550312,979.8988262246879
931.1850033440197,946.1739135023677,973.858247435921,965.7529641467088,939.3821074969132
952.3342557199305,931.1850033440197,946.1739135023677,973.858247435921,994.3655670918296
981.6109542799677,952.3342557199305,931.1850033440197,946.1739135023677,966.3426045676837
1034.9432148810752,981.6109542799677,952.3342557199305,931.1850033440197,1018.3022994002845
1046.1497849106331,1034.9432148810752,981.6109542799677,952.3342557199305,1046.556331491322
1063.8097070813553,1046.1497849106331,1034.9432148810752,981.6109542799677,1061.7244466271857
1034.7562172624914,1063.8097070813553,1046.1497849106331,1034.9432148810752,1057.5258017850792
1028.1707938215343,1034.7562172624914,1063.8097070813553,1046.1497849106331,1040.8669447039986
1012.511807879347,1028.1707938215343,1034.7562172624914,1063.8097070813553,993.0254985550312
968.8130692055953,1012.511807879347,1028.1707938215343,1034.7562172624914,965.7529641467088
965.8342345619263,968.8130692055953,1012.511807879347,1028.1707938215343,973.858247435921
936.7614811786669,965.8342345619263,968.8130692055953,1012.511807879347,946.1739135023677
949.4376528794764,936.7614811786669,965.8342345619263,968.8130692055953,931.1850033440197
967.3652421200335,949.4376528794764,936.7614811786669,965.8342345619263,952.3342557199305
976.0832070882191,967.3652421200335,949.4376528794764,936.7614811786669,981.6109542799677
1034.7394496157117,976.0832070882191,967.3652421200335,949.4376528794764,1034.9432148810752
1033.9132233851674,1034.7394496157117,976.0832070882191,967.3652421200335,1046.1497849106331
1050.2498823745536,1033.9132233851674,1034.7394496157117,976.0832070882191,1063.8097070813553
1052.9162033673404,1050.2498823745536,1033.9132233851674,1034.7394496157117,1034.7562172624914
1033.9306235205988,1052.9162033673404,1050.2498823745536,1033.9132233851674,1028.1707938215343
1013.3077021794556,1033.9306235205988,1052.9162033673404,1050.2498823745536,1012.511807879347
973.0302903098117,1013.3077021794556,1033.9306235205988,1052.9162033673404,968.8130692055953
948.2327635698952,973.0302903098117,1013.3077021794556,1033.9306235205988,965.8342345619263
948.405635781872,948.2327635698952,973.0302903098117,1013.3077021794556,936.7614811786669
922.9520411316175,948.405635781872,948.2327635698952,973.0302903098117,949.4376528794764
946.0577505515383,922.9520411316175,948.405635781872,948.2327635698952,967.3652421200335
973.5460077529118,946.0577505515383,922.9520411316175,948.405635781872,976.0832070882191
1005.0550634479702,973.5460077529118,946.0577505515383,922.9520411316175,1034.7394496157117
1051.2967547236906,1005.0550634479702,973.5460077529118,946.0577505515383,1033.9132233851674
1031.8904188927988,1051.2967547236906,1005.0550634479702,973.5460077529118,1050.2498823745536
1035.7380191084342,1031.8904188927988,1051.2967547236906,1005.0550634479702,1052.9162033673404
1050.9845659557213,1035.7380191084342,1031.8904188927988,1051.2967547236906,1033.9306235205988
992.8747205787718,1050.9845659557213,1035.7380191084342,1031.8904188927988,1013.3077021794556
989.7503113693418,992.8747205787718,1050.9845659557213,1035.7380191084342,973.0302903098117
938.0263762105806,989.7503113693418,992.8747205787718,1050.9845659557213,948.2327635698952
945.8912488426474,938.0263762105806,989.7503113693418,992.8747205787718,948.405635781872
937.6982887125664,945.8912488426474,938.0263762105806,989.7503113693418,922.9520411316175
968.2193384819885,937.6982887125664,945.8912488426474,938.0263762105806,946.0577505515383
1016.8061627491478,968.2193384819885,937.6982887125664,945.8912488426474,973.5460077529118
990.4535915361528,1016.8061627491478,968.2193384819885,937.6982887125664,1005.0550634479702
1051.9897430601393,990.4535915361528,1016.8061627491478,968.2193384819885,1051.2967547236906
1054.7547120466456,1051.9897430601393,990.4535915361528,1016.8061627491478,1031.8904188927988
1031.4182710752862,1054.7547120466456,1051.9897430601393,990.4535915361528,1035.7380191084342
996.0788429122309,1031.4182710752862,1054.7547120466456,1051.9897430601393,1050.9845659557213
1001.4425901542777,996.0788429122309,1031.4182710752862,1054.7547120466456,992.8747205787718
964.4101458187238,1001.4425901542777,996.0788429122309,1031.4182710752862,989.7503113693418
961.3522540378722,964.4101458187238,1001.4425901542777,996.0788429122309,938.0263762105806
950.4370429104689,961.3522540378722,964.4101458187238,1001.4425901542777,945.8912488426474
988.7343076371963,950.4370429104689,961.3522540378722,964.4101458187238,937.6982887125664
970.2128874505393,988.7343076371963,950.4370429104689,961.3522540378722,968.2193384819885
